Customer ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_Score,segment
13761.00,138,4,881.52,2,4,3.00,24,at_Risk
13762.00,229,4,2165.76,1,4,5.00,14,at_Risk
13763.00,53,2,3502.48,3,2,5.00,32,about_to_sleep
13764.00,205,3,1431.50,1,3,4.00,13,at_Risk
13765.00,289,1,352.82,1,1,2.00,11,hibernating
13766.00,131,1,190.35,2,1,1.00,21,hibernating
13767.00,5,39,18320.17,5,5,5.00,55,champions
13768.00,362,2,875.97,1,2,3.00,12,hibernating
13769.00,3,11,3003.91,5,5,5.00,55,champions
13770.00,58,4,785.37,3,4,3.00,34,loyal_customers
13771.00,169,5,3094.37,2,4,5.00,24,at_Risk
13772.00,36,5,1982.09,4,4,4.00,44,loyal_customers
13773.00,32,2,301.54,4,2,2.00,42,potential_loyalists
13775.00,226,1,1049.66,1,1,4.00,11,hibernating
13776.00,64,2,623.98,3,2,3.00,32,about_to_sleep
13777.00,2,37,30501.26,5,5,5.00,55,champions
13778.00,127,3,945.79,2,3,3.00,23,at_Risk
13779.00,151,1,161.13,2,1,1.00,21,hibernating
13780.00,43,1,375.81,3,1,2.00,31,about_to_sleep
13781.00,228,2,650.99,1,2,3.00,12,hibernating
13782.00,89,7,881.72,2,5,3.00,25,cant_loose
13783.00,123,4,1542.09,2,4,4.00,24,at_Risk
13784.00,70,3,447.44,3,3,2.00,33,need_attention
13785.00,64,4,542.49,3,4,3.00,34,loyal_customers
13786.00,3,6,3128.54,5,4,5.00,54,champions
13787.00,94,4,913.46,2,4,3.00,24,at_Risk
13788.00,141,1,3.75,2,1,1.00,21,hibernating
13789.00,24,1,239.46,4,1,1.00,41,promising
13792.00,58,1,188.40,3,1,1.00,31,about_to_sleep
13793.00,282,1,96.00,1,1,1.00,11,hibernating
13794.00,182,1,126.03,1,1,1.00,11,hibernating
13795.00,24,4,836.30,4,4,3.00,44,loyal_customers
13796.00,135,1,289.70,2,1,2.00,21,hibernating
13797.00,72,3,1179.45,2,3,4.00,23,at_Risk
13798.00,8,54,38683.02,5,5,5.00,55,champions
13799.00,80,7,2114.71,2,5,4.00,25,cant_loose
13800.00,66,2,1121.24,3,2,4.00,32,about_to_sleep
13802.00,10,16,21659.69,5,5,5.00,55,champions
13803.00,67,2,1061.84,3,2,4.00,32,about_to_sleep
13804.00,71,2,572.73,3,2,3.00,32,about_to_sleep
13807.00,3,3,422.20,5,3,2.00,53,potential_loyalists
13809.00,30,2,524.65,4,2,3.00,42,potential_loyalists
13813.00,163,4,1398.61,2,4,4.00,24,at_Risk
13814.00,163,1,678.20,2,1,3.00,21,hibernating
13815.00,42,4,3448.38,3,4,5.00,34,loyal_customers
13818.00,65,1,61.28,3,1,1.00,31,about_to_sleep
13819.00,305,3,1502.00,1,3,4.00,13,at_Risk
13820.00,54,3,660.65,3,3,3.00,33,need_attention
13821.00,29,4,1025.09,4,4,4.00,44,loyal_customers
13823.00,16,5,2445.79,4,4,5.00,44,loyal_customers
13824.00,15,7,1615.82,5,5,4.00,55,champions
13825.00,257,2,255.59,1,2,2.00,12,hibernating
13829.00,57,1,102.00,3,1,1.00,31,about_to_sleep
13830.00,217,1,156.85,1,1,1.00,11,hibernating
13831.00,5,13,4820.59,5,5,5.00,55,champions
13832.00,58,1,561.49,3,1,3.00,31,about_to_sleep
13833.00,40,1,316.56,3,1,2.00,31,about_to_sleep
13834.00,212,2,324.19,1,2,2.00,12,hibernating
13835.00,155,3,260.70,2,3,2.00,23,at_Risk
13836.00,35,2,620.37,4,2,3.00,42,potential_loyalists
13838.00,5,7,1274.36,5,5,4.00,55,champions
13839.00,122,1,139.95,2,1,1.00,21,hibernating
13840.00,52,1,651.40,3,1,3.00,31,about_to_sleep
13842.00,2,10,2244.29,5,5,5.00,55,champions
13843.00,17,1,319.75,4,1,2.00,41,promising
13846.00,35,1,442.73,4,1,2.00,41,promising
13847.00,355,1,310.72,1,1,2.00,11,hibernating
13848.00,2,6,2080.00,5,4,4.00,54,champions
13849.00,33,3,1931.35,4,3,4.00,43,potential_loyalists
13851.00,15,5,1955.00,5,4,4.00,54,champions
13852.00,246,1,187.35,1,1,1.00,11,hibernating
13854.00,1,15,4144.44,5,5,5.00,55,champions
13855.00,136,4,1310.34,2,4,4.00,24,at_Risk
13856.00,99,8,753.53,2,5,3.00,25,cant_loose
13857.00,29,6,1001.01,4,4,4.00,44,loyal_customers
13859.00,165,1,314.70,2,1,2.00,21,hibernating
13861.00,65,2,273.26,3,2,2.00,32,about_to_sleep
13862.00,25,1,346.73,4,1,2.00,41,promising
13863.00,101,3,933.77,2,3,3.00,23,at_Risk
13864.00,22,1,662.40,4,1,3.00,41,promising
13869.00,17,6,5006.62,4,4,5.00,44,loyal_customers
13870.00,23,7,2941.14,4,5,5.00,45,loyal_customers
13871.00,64,4,1482.60,3,4,4.00,34,loyal_customers
13872.00,163,3,919.57,2,3,3.00,23,at_Risk
13873.00,19,5,649.32,4,4,3.00,44,loyal_customers
13874.00,140,6,1508.70,2,4,4.00,24,at_Risk
13875.00,23,9,3027.58,4,5,5.00,45,loyal_customers
13877.00,106,2,332.44,2,2,2.00,22,hibernating
13878.00,183,3,1191.53,1,3,4.00,13,at_Risk
13879.00,281,1,395.50,1,1,2.00,11,hibernating
13880.00,3,5,1171.89,5,4,4.00,54,champions
13881.00,11,23,28019.58,5,5,5.00,55,champions
13883.00,39,10,3885.54,3,5,5.00,35,loyal_customers
13884.00,12,5,1100.88,5,4,4.00,54,champions
13888.00,40,5,1563.42,3,4,4.00,34,loyal_customers
13889.00,18,5,1574.33,4,4,4.00,44,loyal_customers
13890.00,10,4,1043.57,5,4,4.00,54,champions
13891.00,14,3,863.56,5,3,3.00,53,potential_loyalists
13892.00,113,2,634.68,2,2,3.00,22,hibernating
13895.00,151,2,1415.45,2,2,4.00,22,hibernating
13896.00,261,1,388.55,1,1,2.00,11,hibernating
13897.00,74,2,849.56,2,2,3.00,22,hibernating
13898.00,47,1,530.47,3,1,3.00,31,about_to_sleep
13900.00,25,3,869.64,4,3,3.00,43,potential_loyalists
13901.00,10,10,2809.14,5,5,5.00,55,champions
13902.00,268,5,34095.26,1,4,5.00,14,at_Risk
13903.00,36,1,165.45,4,1,1.00,41,promising
13905.00,368,1,312.65,1,1,2.00,11,hibernating
13906.00,45,1,42.00,3,1,1.00,31,about_to_sleep
13907.00,327,1,136.80,1,1,1.00,11,hibernating
13909.00,59,2,286.60,3,2,2.00,32,about_to_sleep
13911.00,15,11,1654.08,5,5,4.00,55,champions
13912.00,59,1,124.95,3,1,1.00,31,about_to_sleep
13913.00,142,1,42.22,2,1,1.00,21,hibernating
13915.00,30,1,70.80,4,1,1.00,41,promising
13916.00,99,4,1275.81,2,4,4.00,24,at_Risk
13919.00,60,2,975.87,3,2,3.00,32,about_to_sleep
13920.00,67,4,1774.68,3,4,4.00,34,loyal_customers
13921.00,38,4,730.70,3,4,3.00,34,loyal_customers
13922.00,73,2,692.95,2,2,3.00,22,hibernating
13927.00,73,1,359.27,2,1,2.00,21,hibernating
13929.00,52,9,2651.45,3,5,5.00,35,loyal_customers
13931.00,28,9,4019.85,4,5,5.00,45,loyal_customers
13935.00,232,3,6116.92,1,3,5.00,13,at_Risk
13936.00,18,2,563.08,4,2,3.00,42,potential_loyalists
13937.00,38,1,721.28,3,1,3.00,31,about_to_sleep
13939.00,67,4,992.41,3,4,4.00,34,loyal_customers
13941.00,8,11,6009.34,5,5,5.00,55,champions
13942.00,170,1,320.00,2,1,2.00,21,hibernating
13943.00,213,1,246.54,1,1,1.00,11,hibernating
13944.00,289,1,200.43,1,1,1.00,11,hibernating
13945.00,30,2,854.15,4,2,3.00,42,potential_loyalists
13946.00,12,3,1314.66,5,3,4.00,53,potential_loyalists
13948.00,47,3,446.76,3,3,2.00,33,need_attention
13952.00,16,12,9572.45,4,5,5.00,45,loyal_customers
13953.00,45,5,3125.00,3,4,5.00,34,loyal_customers
13955.00,11,1,222.21,5,1,1.00,51,new_customers
13957.00,53,3,458.25,3,3,2.00,33,need_attention
13958.00,15,8,4709.23,5,5,5.00,55,champions
13959.00,35,3,477.98,4,3,2.00,43,potential_loyalists
13961.00,28,1,538.40,4,1,3.00,41,promising
13962.00,71,1,193.25,3,1,1.00,31,about_to_sleep
13963.00,3,14,2347.33,5,5,5.00,55,champions
13964.00,23,2,438.90,4,2,2.00,42,potential_loyalists
13965.00,112,3,996.61,2,3,4.00,23,at_Risk
13966.00,71,1,390.86,3,1,2.00,31,about_to_sleep
13967.00,32,1,85.60,4,1,1.00,41,promising
13968.00,59,1,123.66,3,1,1.00,31,about_to_sleep
13969.00,1,18,4311.93,5,5,5.00,55,champions
13970.00,22,2,846.55,4,2,3.00,42,potential_loyalists
13971.00,59,6,1909.31,3,4,4.00,34,loyal_customers
13974.00,218,1,264.13,1,1,2.00,11,hibernating
13975.00,29,6,2832.56,4,4,5.00,44,loyal_customers
13976.00,142,3,834.38,2,3,3.00,23,at_Risk
13977.00,47,1,519.81,3,1,3.00,31,about_to_sleep
13979.00,29,6,2546.36,4,4,5.00,44,loyal_customers
13980.00,75,4,599.78,2,4,3.00,24,at_Risk
13981.00,51,1,331.14,3,1,2.00,31,about_to_sleep
13982.00,1,6,2573.78,5,4,5.00,54,champions
13983.00,2,10,4505.02,5,5,5.00,55,champions
13984.00,2,8,1128.09,5,5,4.00,55,champions
13985.00,10,7,2960.73,5,5,5.00,55,champions
13987.00,15,2,682.54,5,2,3.00,52,potential_loyalists
13988.00,19,2,609.84,4,2,3.00,42,potential_loyalists
13989.00,100,3,759.98,2,3,3.00,23,at_Risk
13992.00,16,2,142.70,4,2,1.00,42,potential_loyalists
13993.00,15,10,3309.35,5,5,5.00,55,champions
13995.00,15,9,2508.32,5,5,5.00,55,champions
13996.00,22,2,895.76,4,2,3.00,42,potential_loyalists
13997.00,155,3,382.31,2,3,2.00,23,at_Risk
13998.00,82,3,566.70,2,3,3.00,23,at_Risk
13999.00,10,17,5600.45,5,5,5.00,55,champions
14000.00,50,4,1410.68,3,4,4.00,34,loyal_customers
14001.00,9,7,2487.01,5,5,5.00,55,champions
14003.00,368,1,209.41,1,1,1.00,11,hibernating
14004.00,29,4,1675.81,4,4,4.00,44,loyal_customers
14006.00,164,4,1234.48,2,4,4.00,24,at_Risk
14007.00,148,1,79.48,2,1,1.00,21,hibernating
14008.00,68,1,509.04,3,1,3.00,31,about_to_sleep
14009.00,98,1,404.30,2,1,2.00,21,hibernating
14010.00,201,2,445.15,1,2,2.00,12,hibernating
14011.00,116,2,457.82,2,2,2.00,22,hibernating
14013.00,16,2,611.55,4,2,3.00,42,potential_loyalists
14014.00,12,2,1443.03,5,2,4.00,52,potential_loyalists
14016.00,32,7,7062.20,4,5,5.00,45,loyal_customers
14017.00,207,1,229.75,1,1,1.00,11,hibernating
14018.00,281,1,367.15,1,1,2.00,11,hibernating
14020.00,112,2,606.21,2,2,3.00,22,hibernating
14021.00,10,4,1084.68,5,4,4.00,54,champions
14022.00,122,1,352.15,2,1,2.00,21,hibernating
14024.00,26,1,318.04,4,1,2.00,41,promising
14025.00,100,8,4057.90,2,5,5.00,25,cant_loose
14026.00,106,2,713.11,2,2,3.00,22,hibernating
14028.00,186,3,10396.50,1,3,5.00,13,at_Risk
14030.00,2,14,5902.20,5,5,5.00,55,champions
14031.00,1,27,23712.31,5,5,5.00,55,champions
14032.00,2,6,1874.68,5,4,4.00,54,champions
14033.00,191,1,109.44,1,1,1.00,11,hibernating
14035.00,42,4,1428.70,3,4,4.00,34,loyal_customers
14037.00,114,4,689.75,2,4,3.00,24,at_Risk
14038.00,33,2,1509.50,4,2,4.00,42,potential_loyalists
14039.00,211,1,115.08,1,1,1.00,11,hibernating
14040.00,22,23,9030.65,4,5,5.00,45,loyal_customers
14042.00,361,1,431.98,1,1,2.00,11,hibernating
14043.00,127,2,304.25,2,2,2.00,22,hibernating
14044.00,54,6,2470.28,3,4,5.00,34,loyal_customers
14045.00,9,13,9653.28,5,5,5.00,55,champions
14047.00,8,10,2946.42,5,5,5.00,55,champions
14048.00,18,2,338.76,4,2,2.00,42,potential_loyalists
14049.00,23,9,7557.31,4,5,5.00,45,loyal_customers
14051.00,2,15,6823.61,5,5,5.00,55,champions
14052.00,26,1,255.45,4,1,2.00,41,promising
14053.00,33,2,312.05,4,2,2.00,42,potential_loyalists
14055.00,213,2,795.32,1,2,3.00,12,hibernating
14057.00,17,5,2190.88,4,4,5.00,44,loyal_customers
14058.00,98,2,469.19,2,2,2.00,22,hibernating
14060.00,2,13,3378.66,5,5,5.00,55,champions
14061.00,143,3,917.43,2,3,3.00,23,at_Risk
14062.00,10,12,15139.35,5,5,5.00,55,champions
14063.00,74,9,22710.20,2,5,5.00,25,cant_loose
14064.00,66,10,1978.68,3,5,4.00,35,loyal_customers
14065.00,25,3,891.02,4,3,3.00,43,potential_loyalists
14068.00,239,3,1262.52,1,3,4.00,13,at_Risk
14069.00,150,2,230.06,2,2,1.00,22,hibernating
14070.00,320,1,326.55,1,1,2.00,11,hibernating
14072.00,302,1,390.85,1,1,2.00,11,hibernating
14074.00,259,1,219.40,1,1,1.00,11,hibernating
14075.00,39,3,792.61,3,3,3.00,33,need_attention
14077.00,31,1,115.66,4,1,1.00,41,promising
14078.00,9,4,643.26,5,4,3.00,54,champions
14079.00,318,1,243.63,1,1,1.00,11,hibernating
14080.00,49,4,1070.08,3,4,4.00,34,loyal_customers
14081.00,5,9,4435.58,5,5,5.00,55,champions
14082.00,28,1,231.11,4,1,1.00,41,promising
14083.00,7,3,388.83,5,3,2.00,53,potential_loyalists
14084.00,148,1,150.50,2,1,1.00,21,hibernating
14085.00,4,16,5656.43,5,5,5.00,55,champions
14086.00,98,1,39.95,2,1,1.00,21,hibernating
14087.00,40,2,651.80,3,2,3.00,32,about_to_sleep
14088.00,42,3,13544.99,3,3,5.00,33,need_attention
14091.00,290,2,9530.08,1,2,5.00,12,hibernating
14092.00,10,10,3152.54,5,5,5.00,55,champions
14094.00,75,1,335.22,2,1,2.00,21,hibernating
14095.00,358,1,2.95,1,1,1.00,11,hibernating
14097.00,117,2,422.86,2,2,2.00,22,hibernating
14099.00,11,9,2661.54,5,5,5.00,55,champions
14101.00,24,7,3985.14,4,5,5.00,45,loyal_customers
14104.00,25,3,555.37,4,3,3.00,43,potential_loyalists
14105.00,44,4,4722.60,3,4,5.00,34,loyal_customers
14106.00,373,1,214.80,1,1,1.00,11,hibernating
14107.00,84,4,2174.07,2,4,5.00,24,at_Risk
14108.00,367,2,447.05,1,2,2.00,12,hibernating
14110.00,71,21,7304.80,3,5,5.00,35,loyal_customers
14112.00,87,6,2919.44,2,4,5.00,24,at_Risk
14113.00,11,12,5252.19,5,5,5.00,55,champions
14114.00,31,5,977.56,4,4,3.00,44,loyal_customers
14115.00,137,2,622.67,2,2,3.00,22,hibernating
14118.00,64,1,458.45,3,1,2.00,31,about_to_sleep
14119.00,11,2,183.37,5,2,1.00,52,potential_loyalists
14122.00,42,3,362.42,3,3,2.00,33,need_attention
14123.00,369,1,436.18,1,1,2.00,11,hibernating
14126.00,80,1,466.33,2,1,2.00,21,hibernating
14127.00,16,3,1190.37,4,3,4.00,43,potential_loyalists
14128.00,187,1,286.71,1,1,2.00,11,hibernating
14129.00,35,4,1467.48,4,4,4.00,44,loyal_customers
14130.00,11,3,1398.81,5,3,4.00,53,potential_loyalists
14131.00,284,1,187.87,1,1,1.00,11,hibernating
14133.00,369,1,305.50,1,1,2.00,11,hibernating
14134.00,18,15,11123.35,4,5,5.00,45,loyal_customers
14135.00,3,11,4953.61,5,5,5.00,55,champions
14136.00,36,5,1570.81,4,4,4.00,44,loyal_customers
14137.00,331,1,332.70,1,1,2.00,11,hibernating
14139.00,126,3,670.98,2,3,3.00,23,at_Risk
14142.00,9,2,671.34,5,2,3.00,52,potential_loyalists
14144.00,122,1,30.60,2,1,1.00,21,hibernating
14145.00,95,3,3857.85,2,3,5.00,23,at_Risk
14146.00,19,7,5259.30,4,5,5.00,45,loyal_customers
14147.00,24,7,2106.80,4,5,4.00,45,loyal_customers
14148.00,50,1,309.09,3,1,2.00,31,about_to_sleep
14151.00,309,2,679.45,1,2,3.00,12,hibernating
14152.00,23,5,1376.05,4,4,4.00,44,loyal_customers
14153.00,119,1,233.40,2,1,1.00,21,hibernating
14154.00,17,6,5115.08,4,4,5.00,44,loyal_customers
14156.00,7,102,196566.74,5,5,5.00,55,champions
14157.00,25,3,569.90,4,3,3.00,43,potential_loyalists
14159.00,15,9,3245.00,5,5,5.00,55,champions
14160.00,246,7,8421.47,1,5,5.00,15,cant_loose
14161.00,5,5,2208.36,5,4,5.00,54,champions
14163.00,98,1,148.71,2,1,1.00,21,hibernating
14166.00,141,2,256.85,2,2,2.00,22,hibernating
14167.00,100,4,721.65,2,4,3.00,24,at_Risk
14168.00,56,2,370.45,3,2,2.00,32,about_to_sleep
14169.00,66,2,624.43,3,2,3.00,32,about_to_sleep
14170.00,11,3,597.33,5,3,3.00,53,potential_loyalists
14171.00,366,1,135.00,1,1,1.00,11,hibernating
14172.00,241,3,402.72,1,3,2.00,13,at_Risk
14173.00,277,2,135.16,1,2,1.00,12,hibernating
14175.00,54,5,4456.58,3,4,5.00,34,loyal_customers
14176.00,3,2,339.11,5,2,2.00,52,potential_loyalists
14177.00,17,9,1669.93,4,5,4.00,45,loyal_customers
14180.00,8,9,1570.73,5,5,4.00,55,champions
14181.00,46,2,310.55,3,2,2.00,32,about_to_sleep
14182.00,79,4,678.77,2,4,3.00,24,at_Risk
14183.00,47,2,286.29,3,2,2.00,32,about_to_sleep
14186.00,63,5,1550.63,3,4,4.00,34,loyal_customers
14187.00,109,1,123.50,2,1,1.00,21,hibernating
14189.00,4,2,1160.31,5,2,4.00,52,potential_loyalists
14190.00,302,1,79.90,1,1,1.00,11,hibernating
14191.00,30,2,132.90,4,2,1.00,42,potential_loyalists
14192.00,24,1,293.74,4,1,2.00,41,promising
14193.00,32,1,356.80,4,1,2.00,41,promising
14194.00,28,15,7321.07,4,5,5.00,45,loyal_customers
14195.00,75,4,1603.60,2,4,4.00,24,at_Risk
14197.00,46,1,390.05,3,1,2.00,31,about_to_sleep
14198.00,36,5,868.33,4,4,3.00,44,loyal_customers
14199.00,59,3,906.30,3,3,3.00,33,need_attention
14200.00,253,1,379.20,1,1,2.00,11,hibernating
14201.00,45,3,446.10,3,3,2.00,33,need_attention
14202.00,17,3,847.76,4,3,3.00,43,potential_loyalists
14203.00,33,1,339.34,4,1,2.00,41,promising
14204.00,58,3,901.93,3,3,3.00,33,need_attention
14205.00,30,7,1947.50,4,5,4.00,45,loyal_customers
14206.00,24,2,856.85,4,2,3.00,42,potential_loyalists
14207.00,323,1,157.80,1,1,1.00,11,hibernating
14208.00,187,1,415.31,1,1,2.00,11,hibernating
14209.00,21,9,2919.84,4,5,5.00,45,loyal_customers
14210.00,7,11,3955.68,5,5,5.00,55,champions
14211.00,47,9,2161.19,3,5,5.00,35,loyal_customers
14212.00,81,1,1119.66,2,1,4.00,21,hibernating
14213.00,40,1,1192.20,3,1,4.00,31,about_to_sleep
14215.00,4,4,1626.61,5,4,4.00,54,champions
14216.00,50,1,310.74,3,1,2.00,31,about_to_sleep
14217.00,2,7,1411.91,5,5,4.00,55,champions
14219.00,45,2,543.89,3,2,3.00,32,about_to_sleep
14220.00,203,2,882.60,1,2,3.00,12,hibernating
14221.00,85,8,3084.69,2,5,5.00,25,cant_loose
14224.00,26,5,847.78,4,4,3.00,44,loyal_customers
14225.00,70,4,2037.02,3,4,4.00,34,loyal_customers
14226.00,77,1,770.34,2,1,3.00,21,hibernating
14227.00,50,5,3017.75,3,4,5.00,34,loyal_customers
14228.00,73,3,745.50,2,3,3.00,23,at_Risk
14229.00,39,4,1046.84,3,4,4.00,34,loyal_customers
14230.00,71,3,979.80,3,3,3.00,33,need_attention
14231.00,86,1,309.91,2,1,2.00,21,hibernating
14233.00,101,3,1441.55,2,3,4.00,23,at_Risk
14235.00,134,4,1573.13,2,4,4.00,24,at_Risk
14236.00,8,4,1253.78,5,4,4.00,54,champions
14237.00,9,2,471.14,5,2,2.00,52,potential_loyalists
14238.00,298,2,287.38,1,2,2.00,12,hibernating
14239.00,67,10,1882.32,3,5,4.00,35,loyal_customers
14240.00,59,1,357.15,3,1,2.00,31,about_to_sleep
14241.00,332,1,120.00,1,1,1.00,11,hibernating
14243.00,1,8,4842.28,5,5,5.00,55,champions
14244.00,296,1,366.42,1,1,2.00,11,hibernating
14247.00,40,4,635.89,3,4,3.00,34,loyal_customers
14248.00,95,2,730.37,2,2,3.00,22,hibernating
14249.00,46,12,5625.46,3,5,5.00,35,loyal_customers
14252.00,17,1,350.99,4,1,2.00,41,promising
14253.00,129,2,363.40,2,2,2.00,22,hibernating
14254.00,68,1,601.03,3,1,3.00,31,about_to_sleep
14255.00,182,1,1000.63,1,1,4.00,11,hibernating
14256.00,127,3,1504.93,2,3,4.00,23,at_Risk
14257.00,16,4,2854.73,4,4,5.00,44,loyal_customers
14258.00,31,16,19381.36,4,5,5.00,45,loyal_customers
14260.00,107,3,824.28,2,3,3.00,23,at_Risk
14263.00,59,1,322.93,3,1,2.00,31,about_to_sleep
14264.00,15,4,1183.39,5,4,4.00,54,champions
14265.00,100,2,843.17,2,2,3.00,22,hibernating
14266.00,64,1,40.56,3,1,1.00,31,about_to_sleep
14268.00,106,1,354.85,2,1,2.00,21,hibernating
14269.00,75,1,295.73,2,1,2.00,21,hibernating
14271.00,45,1,106.81,3,1,1.00,31,about_to_sleep
14272.00,198,2,482.85,1,2,2.00,12,hibernating
14274.00,322,1,256.60,1,1,2.00,11,hibernating
14275.00,31,6,1189.38,4,4,4.00,44,loyal_customers
14276.00,43,4,982.94,3,4,3.00,34,loyal_customers
14277.00,47,6,13009.61,3,4,5.00,34,loyal_customers
14278.00,45,1,205.83,3,1,1.00,31,about_to_sleep
14279.00,156,2,191.86,2,2,1.00,22,hibernating
14281.00,44,1,245.15,3,1,1.00,31,about_to_sleep
14282.00,3,11,4120.32,5,5,5.00,55,champions
14283.00,99,4,628.44,2,4,3.00,24,at_Risk
14284.00,289,1,704.40,1,1,3.00,11,hibernating
14285.00,149,4,1374.41,2,4,4.00,24,at_Risk
14286.00,40,4,3851.01,3,4,5.00,34,loyal_customers
14290.00,49,3,2201.91,3,3,5.00,33,need_attention
14291.00,16,12,4020.85,4,5,5.00,45,loyal_customers
14292.00,46,7,4354.32,3,5,5.00,35,loyal_customers
14293.00,4,6,2221.37,5,4,5.00,54,champions
14294.00,43,1,375.34,3,1,2.00,31,about_to_sleep
14295.00,74,4,2196.71,2,4,5.00,24,at_Risk
14296.00,57,2,456.40,3,2,2.00,32,about_to_sleep
14298.00,11,38,39667.19,5,5,5.00,55,champions
14299.00,1,19,10533.87,5,5,5.00,55,champions
14301.00,52,3,1352.04,3,3,4.00,33,need_attention
14302.00,66,3,742.90,3,3,3.00,33,need_attention
14303.00,43,2,277.94,3,2,2.00,32,about_to_sleep
14304.00,15,2,1341.56,5,2,4.00,52,potential_loyalists
14306.00,14,4,1058.08,5,4,4.00,54,champions
14307.00,9,5,2075.31,5,4,4.00,54,champions
14308.00,185,2,1147.02,1,2,4.00,12,hibernating
14309.00,49,2,1428.28,3,2,4.00,32,about_to_sleep
14310.00,68,1,492.10,3,1,2.00,31,about_to_sleep
14311.00,203,1,206.19,1,1,1.00,11,hibernating
14312.00,14,5,1478.70,5,4,4.00,54,champions
14314.00,66,1,109.80,3,1,1.00,31,about_to_sleep
14315.00,200,2,716.69,1,2,3.00,12,hibernating
14316.00,58,5,1370.34,3,4,4.00,34,loyal_customers
14318.00,96,1,158.02,2,1,1.00,21,hibernating
14319.00,60,1,494.85,3,1,2.00,31,about_to_sleep
14320.00,182,3,868.96,1,3,3.00,13,at_Risk
14321.00,67,2,687.31,3,2,3.00,32,about_to_sleep
14322.00,65,4,474.10,3,4,2.00,34,loyal_customers
14324.00,45,2,701.61,3,2,3.00,32,about_to_sleep
14325.00,205,1,245.48,1,1,1.00,11,hibernating
14326.00,99,2,757.13,2,2,3.00,22,hibernating
14327.00,18,5,1583.28,4,4,4.00,44,loyal_customers
14328.00,74,1,445.05,2,1,2.00,21,hibernating
14329.00,11,8,4912.38,5,5,5.00,55,champions
14330.00,259,1,200.63,1,1,1.00,11,hibernating
14332.00,17,2,1077.20,4,2,4.00,42,potential_loyalists
14334.00,61,4,1766.27,3,4,4.00,34,loyal_customers
14338.00,172,1,339.88,2,1,2.00,21,hibernating
14339.00,64,1,310.75,3,1,2.00,31,about_to_sleep
14341.00,56,10,2285.04,3,5,5.00,35,loyal_customers
14342.00,68,2,249.88,3,2,1.00,32,about_to_sleep
14343.00,57,4,1088.91,3,4,4.00,34,loyal_customers
14344.00,3,14,2443.77,5,5,5.00,55,champions
14346.00,61,3,1294.17,3,3,4.00,33,need_attention
14347.00,372,1,82.60,1,1,1.00,11,hibernating
14350.00,16,2,689.10,4,2,3.00,42,potential_loyalists
14353.00,46,2,285.90,3,2,2.00,32,about_to_sleep
14355.00,1,3,840.05,5,3,3.00,53,potential_loyalists
14358.00,25,2,400.06,4,2,2.00,42,potential_loyalists
14361.00,214,1,214.71,1,1,1.00,11,hibernating
14363.00,38,2,227.47,3,2,1.00,32,about_to_sleep
14365.00,30,2,634.68,4,2,3.00,42,potential_loyalists
14366.00,161,1,136.00,2,1,1.00,21,hibernating
14369.00,278,2,469.13,1,2,2.00,12,hibernating
14370.00,86,6,1175.78,2,4,4.00,24,at_Risk
14372.00,79,2,860.08,2,2,3.00,22,hibernating
14374.00,177,1,108.00,1,1,1.00,11,hibernating
14375.00,86,2,875.31,2,2,3.00,22,hibernating
14376.00,319,1,215.46,1,1,1.00,11,hibernating
14378.00,257,1,131.25,1,1,1.00,11,hibernating
14379.00,29,2,920.81,4,2,3.00,42,potential_loyalists
14380.00,318,1,48.96,1,1,1.00,11,hibernating
14381.00,87,1,428.66,2,1,2.00,21,hibernating
14382.00,26,1,620.73,4,1,3.00,41,promising
14384.00,136,1,58.50,2,1,1.00,21,hibernating
14388.00,8,9,3488.16,5,5,5.00,55,champions
14389.00,60,3,854.55,3,3,3.00,33,need_attention
14390.00,8,5,1747.01,5,4,4.00,54,champions
14391.00,212,1,135.60,1,1,1.00,11,hibernating
14392.00,68,1,266.40,3,1,2.00,31,about_to_sleep
14394.00,200,1,93.80,1,1,1.00,11,hibernating
14395.00,8,12,4700.30,5,5,5.00,55,champions
14396.00,7,6,1633.94,5,4,4.00,54,champions
14398.00,37,2,707.79,3,2,3.00,32,about_to_sleep
14399.00,30,8,2113.16,4,5,4.00,45,loyal_customers
14400.00,44,2,1157.77,3,2,4.00,32,about_to_sleep
14401.00,60,9,2744.42,3,5,5.00,35,loyal_customers
14402.00,288,1,285.60,1,1,2.00,11,hibernating
14403.00,225,2,404.70,1,2,2.00,12,hibernating
14404.00,5,8,1424.79,5,5,4.00,55,champions
14405.00,22,1,195.00,4,1,1.00,41,promising
14408.00,107,4,1503.24,2,4,4.00,24,at_Risk
14409.00,4,5,1696.64,5,4,4.00,54,champions
14410.00,12,2,1546.07,5,2,4.00,52,potential_loyalists
14412.00,60,1,656.16,3,1,3.00,31,about_to_sleep
14413.00,46,3,647.67,3,3,3.00,33,need_attention
14414.00,10,1,902.35,5,1,3.00,51,new_customers
14415.00,15,10,6191.32,5,5,5.00,55,champions
14417.00,23,1,604.20,4,1,3.00,41,promising
14419.00,18,1,202.85,4,1,1.00,41,promising
14420.00,32,3,1251.65,4,3,4.00,43,potential_loyalists
14421.00,148,4,1656.26,2,4,4.00,24,at_Risk
14422.00,10,13,6007.88,5,5,5.00,55,champions
14423.00,73,2,651.41,2,2,3.00,22,hibernating
